stand,p_throws,zone,pitch_type,ball_in_play,foul,swinging_strike,total_swings,pct_swinging_strike,pct_foul,pct_ball_in_play
L,R,11.0,FF,5939,15164,11710,32813,0.356870752445677,0.46213391034041384,0.18099533721390912
L,R,11.0,FO,9,2,3,14,0.21428571428571427,0.14285714285714285,0.6428571428571429
L,R,11.0,FS,543,534,285,1362,0.2092511013215859,0.3920704845814978,0.3986784140969163
L,R,11.0,KC,148,163,65,376,0.17287234042553193,0.43351063829787234,0.39361702127659576
L,R,11.0,KN,20,28,9,57,0.15789473684210525,0.49122807017543857,0.3508771929824561
L,R,11.0,SC,0,1,0,1,0.0,1.0,0.0
L,R,11.0,SI,2489,4433,2488,9410,0.26439957492029753,0.47109458023379386,0.2645058448459086
L,R,11.0,SL,441,769,705,1915,0.3681462140992167,0.40156657963446474,0.23028720626631854
L,R,11.0,ST,67,83,70,220,0.3181818181818182,0.37727272727272726,0.30454545454545456
L,R,11.0,SV,7,9,9,25,0.36,0.36,0.28
L,R,12.0,CH,53,77,21,151,0.1390728476821192,0.5099337748344371,0.3509933774834437
L,R,12.0,CS,2,2,1,5,0.2,0.4,0.4
L,R,12.0,CU,91,208,52,351,0.14814814814814814,0.5925925925925926,0.25925925925925924
L,R,12.0,EP,17,9,0,26,0.0,0.34615384615384615,0.6538461538461539
L,R,12.0,FA,22,18,7,47,0.14893617021276595,0.3829787234042553,0.46808510638297873
L,R,12.0,FC,1579,3343,1241,6163,0.2013629725782898,0.5424306344312835,0.25620639299042675
L,R,12.0,FF,6236,12252,6208,24696,0.2513767411726595,0.49611273080660834,0.2525105280207321
L,R,12.0,FO,0,1,0,1,0.0,1.0,0.0
L,R,12.0,FS,19,32,19,70,0.2714285714285714,0.45714285714285713,0.2714285714285714
L,R,12.0,KC,32,72,18,122,0.14754098360655737,0.5901639344262295,0.26229508196721313
L,R,12.0,KN,20,28,11,59,0.1864406779661017,0.4745762711864407,0.3389830508474576
L,R,12.0,SC,0,1,0,1,0.0,1.0,0.0
L,R,12.0,SI,537,764,308,1609,0.19142324425108764,0.4748290863890615,0.33374766935985084
L,R,12.0,SL,556,1272,427,2255,0.1893569844789357,0.564079822616408,0.2465631929046563
L,R,12.0,ST,54,184,47,285,0.1649122807017544,0.6456140350877193,0.18947368421052632
L,R,12.0,SV,6,15,7,28,0.25,0.5357142857142857,0.21428571428571427
L,R,13.0,CH,12422,9385,14896,36703,0.40585238263902135,0.25570116884178407,0.33844644851919464
L,R,13.0,CS,5,7,9,21,0.42857142857142855,0.3333333333333333,0.23809523809523808
L,R,13.0,CU,2340,1959,2938,7237,0.4059693243056515,0.2706922758048915,0.32333839988945695
L,R,13.0,EP,22,7,10,39,0.2564102564102564,0.1794871794871795,0.5641025641025641
L,R,13.0,FA,20,9,1,30,0.03333333333333333,0.3,0.6666666666666666
L,R,13.0,FC,435,408,359,1202,0.29866888519134777,0.33943427620632277,0.36189683860232946
L,R,13.0,FF,2231,2757,1126,6114,0.18416748446189074,0.45093228655544654,0.3649002289826627
L,R,13.0,FO,21,14,57,92,0.6195652173913043,0.15217391304347827,0.22826086956521738
L,R,13.0,FS,2632,2149,3959,8740,0.452974828375286,0.24588100686498857,0.3011441647597254
L,R,13.0,KC,774,713,1163,2650,0.43886792452830187,0.2690566037735849,0.2920754716981132
L,R,13.0,KN,27,39,18,84,0.21428571428571427,0.4642857142857143,0.32142857142857145
L,R,13.0,SC,1,0,2,3,0.6666666666666666,0.0,0.3333333333333333
L,R,13.0,SI,4818,4784,2528,12130,0.2084089035449299,0.39439406430338003,0.39719703215169
L,R,13.0,SL,2051,1965,2841,6857,0.41432113169024354,0.28656847017646203,0.29911039813329443
L,R,13.0,ST,239,229,191,659,0.2898330804248862,0.34749620637329287,0.3626707132018209
L,R,13.0,SV,27,35,28,90,0.3111111111111111,0.3888888888888889,0.3
L,R,14.0,CH,1651,2612,4465,8728,0.5115719523373052,0.2992667277726856,0.18916131989000917
L,R,14.0,CS,4,9,13,26,0.5,0.34615384615384615,0.15384615384615385
L,R,14.0,CU,1285,3942,8445,13672,0.6176857811585723,0.28832650672908133,0.0939877121123464
L,R,14.0,EP,8,13,12,33,0.36363636363636365,0.3939393939393939,0.24242424242424243
L,R,14.0,FA,12,12,5,29,0.1724137931034483,0.41379310344827586,0.41379310344827586
L,R,14.0,FC,1237,3949,4088,9274,0.44080224282941555,0.42581410394651714,0.13338365322406728
L,R,14.0,FF,2938,3985,1213,8136,0.14909046214355948,0.4897984267453294,0.3611111111111111
L,R,14.0,FO,8,16,27,51,0.5294117647058824,0.3137254901960784,0.1568627450980392
L,R,14.0,FS,417,926,2215,3558,0.6225407532321529,0.26025857223159077,0.11720067453625632
L,R,14.0,KC,427,1530,4231,6188,0.6837427278603749,0.24725274725274726,0.06900452488687783
L,R,14.0,KN,21,22,17,60,0.2833333333333333,0.36666666666666664,0.35
L,R,14.0,SC,0,4,7,11,0.6363636363636364,0.36363636363636365,0.0
L,R,14.0,SI,1044,1152,579,2775,0.20864864864864865,0.4151351351351351,0.3762162162162162
L,R,14.0,SL,2321,7273,15908,25502,0.6237942122186495,0.2851933181711238,0.09101246961022665
L,R,14.0,ST,312,1128,1917,3357,0.5710455764075067,0.3360142984807864,0.09294012511170688
L,R,14.0,SV,49,179,380,608,0.625,0.2944078947368421,0.0805921052631579
R,L,1.0,CH,104,101,27,232,0.11637931034482758,0.4353448275862069,0.4482758620689655
R,L,1.0,CU,237,191,25,453,0.05518763796909492,0.4216335540838852,0.5231788079470199
R,L,1.0,EP,2,1,0,3,0.0,0.3333333333333333,0.6666666666666666
R,L,1.0,FA,2,3,1,6,0.16666666666666666,0.5,0.3333333333333333
R,L,1.0,FC,1339,1466,413,3218,0.12834058421379738,0.4555624611559975,0.4160969546302051
R,L,1.0,FF,6179,8213,2471,16863,0.14653383146533833,0.4870426377275692,0.36642353080709245
R,L,1.0,FO,0,1,0,1,0.0,1.0,0.0
R,L,1.0,FS,4,4,1,9,0.1111111111111111,0.4444444444444444,0.4444444444444444
R,L,1.0,KC,52,41,9,102,0.08823529411764706,0.4019607843137255,0.5098039215686274
R,L,1.0,KN,2,0,1,3,0.3333333333333333,0.0,0.6666666666666666
R,L,1.0,SI,1067,1455,441,2963,0.14883563955450557,0.49105636179547757,0.36010799865001686
R,L,1.0,SL,585,660,202,1447,0.13959917069799585,0.4561161022805805,0.40428472702142365
R,L,1.0,ST,78,93,20,191,0.10471204188481675,0.4869109947643979,0.4083769633507853
R,L,1.0,SV,25,27,9,61,0.14754098360655737,0.4426229508196721,0.4098360655737705
R,L,2.0,CH,691,601,181,1473,0.12287847929395791,0.40801086218601496,0.46911065852002715
R,L,2.0,CS,1,0,0,1,0.0,0.0,1.0
R,L,2.0,CU,542,393,86,1021,0.0842311459353575,0.38491674828599415,0.5308521057786484
R,L,2.0,EP,2,1,0,3,0.0,0.3333333333333333,0.6666666666666666
R,L,2.0,FA,6,2,0,8,0.0,0.25,0.75
R,L,2.0,FC,1005,1335,694,3034,0.22874093605800924,0.44001318391562294,0.33124588002636784
R,L,2.0,FF,7277,11862,5038,24177,0.20837986516110352,0.49063159200893414,0.30098854282996235
R,L,2.0,FO,0,1,0,1,0.0,1.0,0.0
R,L,2.0,FS,19,25,6,50,0.12,0.5,0.38
R,L,2.0,KC,128,124,38,290,0.1310344827586207,0.42758620689655175,0.4413793103448276
R,L,2.0,KN,0,1,0,1,0.0,1.0,0.0
R,L,2.0,SI,2136,2804,1002,5942,0.1686300908784921,0.47189498485358466,0.35947492426792327
R,L,2.0,SL,745,910,475,2130,0.22300469483568075,0.4272300469483568,0.34976525821596244
R,L,2.0,ST,118,120,57,295,0.19322033898305085,0.4067796610169492,0.4
R,L,2.0,SV,22,30,22,74,0.2972972972972973,0.40540540540540543,0.2972972972972973
R,L,3.0,CH,1494,1119,443,3056,0.14496073298429318,0.3661649214659686,0.48887434554973824
R,L,3.0,CS,1,1,0,2,0.0,0.5,0.5
R,L,3.0,CU,400,303,108,811,0.13316892725030827,0.37361282367447596,0.4932182490752158
R,L,3.0,EP,3,3,0,6,0.0,0.5,0.5
R,L,3.0,FA,3,2,2,7,0.2857142857142857,0.2857142857142857,0.42857142857142855
R,L,3.0,FC,266,525,444,1235,0.3595141700404858,0.4251012145748988,0.2153846153846154
R,L,3.0,FF,3644,7856,4256,15756,0.2701193196242701,0.4986037065244986,0.23127697385123128
R,L,3.0,FO,0,2,0,2,0.0,1.0,0.0
R,L,3.0,FS,33,41,16,90,0.17777777777777778,0.45555555555555555,0.36666666666666664
R,L,3.0,KC,109,92,35,236,0.1483050847457627,0.3898305084745763,0.461864406779661
R,L,3.0,KN,1,1,1,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
R,L,3.0,SC,1,1,0,2,0.0,0.5,0.5
R,L,3.0,SI,1799,2811,1316,5926,0.2220722240971988,0.47435032062099225,0.30357745528180896
R,L,3.0,SL,355,538,404,1297,0.31148804934464147,0.41480339244410175,0.2737085582112567
R,L,3.0,ST,49,89,57,195,0.2923076923076923,0.4564102564102564,0.2512820512820513
R,L,3.0,SV,6,16,6,28,0.21428571428571427,0.5714285714285714,0.21428571428571427
R,L,4.0,CH,614,654,224,1492,0.15013404825737264,0.4383378016085791,0.41152815013404825
R,L,4.0,CS,3,0,0,3,0.0,0.0,1.0
R,L,4.0,CU,816,957,179,1952,0.09170081967213115,0.49026639344262296,0.4180327868852459
R,L,4.0,EP,2,0,0,2,0.0,0.0,1.0
R,L,4.0,FA,2,0,0,2,0.0,0.0,1.0
R,L,4.0,FC,2728,2514,362,5604,0.06459671663097788,0.4486081370449679,0.48679514632405424
R,L,4.0,FF,9234,8444,1362,19040,0.07153361344537815,0.44348739495798317,0.48497899159663865
R,L,4.0,FO,1,0,0,1,0.0,0.0,1.0
R,L,4.0,FS,15,31,16,62,0.25806451612903225,0.5,0.24193548387096775
R,L,4.0,KC,247,232,46,525,0.08761904761904762,0.4419047619047619,0.4704761904761905
R,L,4.0,KN,3,3,1,7,0.14285714285714285,0.42857142857142855,0.42857142857142855
R,L,4.0,SI,2772,2131,316,5219,0.06054799770070895,0.40831576930446445,0.5311362329948266
R,L,4.0,SL,2321,2604,598,5523,0.10827448850262539,0.4714828897338403,0.42024262176353433
R,L,4.0,ST,315,369,77,761,0.1011826544021025,0.48488830486202367,0.41392904073587383
R,L,4.0,SV,83,102,10,195,0.05128205128205128,0.5230769230769231,0.4256410256410256
R,L,5.0,CH,3310,2356,1071,6737,0.1589728365741428,0.34971055365889864,0.49131660976695857
R,L,5.0,CS,1,2,0,3,0.0,0.6666666666666666,0.3333333333333333
R,L,5.0,CU,1967,1222,306,3495,0.08755364806866953,0.3496423462088698,0.5628040057224607
R,L,5.0,EP,2,2,0,4,0.0,0.5,0.5
R,L,5.0,FA,6,6,0,12,0.0,0.5,0.5
R,L,5.0,FC,2214,1817,431,4462,0.0965934558493949,0.4072164948453608,0.4961900493052443
R,L,5.0,FF,9824,11246,2749,23819,0.1154120659977329,0.47214408665351193,0.4124438473487552
R,L,5.0,FO,2,0,0,2,0.0,0.0,1.0
R,L,5.0,FS,105,79,31,215,0.14418604651162792,0.3674418604651163,0.4883720930232558
R,L,5.0,KC,563,353,62,978,0.06339468302658487,0.3609406952965235,0.5756646216768916
R,L,5.0,KN,3,2,0,5,0.0,0.4,0.6
R,L,5.0,SC,1,3,0,4,0.0,0.75,0.25
R,L,5.0,SI,5696,4324,853,10873,0.07845120941782396,0.39768233238296696,0.5238664581992091
R,L,5.0,SL,3222,2544,698,6464,0.10798267326732673,0.3935643564356436,0.49845297029702973
R,L,5.0,ST,429,346,99,874,0.11327231121281464,0.39588100686498856,0.49084668192219677
R,L,5.0,SV,108,68,8,184,0.043478260869565216,0.3695652173913043,0.5869565217391305
R,L,6.0,CH,6258,3550,2000,11808,0.16937669376693767,0.30064363143631434,0.529979674796748
R,L,6.0,CS,2,0,1,3,0.3333333333333333,0.0,0.6666666666666666
R,L,6.0,CU,1410,827,249,2486,0.1001609010458568,0.33266291230893,0.5671761866452132
R,L,6.0,EP,1,1,0,2,0.0,0.5,0.5
R,L,6.0,FA,1,1,3,5,0.6,0.2,0.2
R,L,6.0,FC,848,959,331,2138,0.15481758652946678,0.44855004677268473,0.39663236669784846
R,L,6.0,FF,5100,7902,2663,15665,0.16999680817108204,0.5044366421959783,0.3255665496329397
R,L,6.0,FO,2,3,0,5,0.0,0.6,0.4
R,L,6.0,FS,149,90,53,292,0.1815068493150685,0.3082191780821918,0.5102739726027398
R,L,6.0,KC,402,218,75,695,0.1079136690647482,0.31366906474820144,0.5784172661870504
R,L,6.0,KN,1,3,2,6,0.3333333333333333,0.5,0.16666666666666666
R,L,6.0,SC,2,1,2,5,0.4,0.2,0.4
R,L,6.0,SI,5493,5025,1231,11749,0.10477487445740064,0.4276959741254575,0.4675291514171419
R,L,6.0,SL,1417,1361,504,3282,0.15356489945155394,0.4146861669713589,0.43174893357708716
R,L,6.0,ST,209,208,73,490,0.1489795918367347,0.42448979591836733,0.42653061224489797
R,L,6.0,SV,35,22,7,64,0.109375,0.34375,0.546875
R,L,7.0,CH,929,1254,868,3051,0.28449688626679775,0.4110127826941986,0.3044903310390036
R,L,7.0,CS,1,6,1,8,0.125,0.75,0.125
R,L,7.0,CU,891,1885,966,3742,0.2581507215392838,0.5037413148049171,0.23810796365579903
R,L,7.0,FA,4,0,0,4,0.0,0.0,1.0
R,L,7.0,FC,1395,1875,731,4001,0.18270432391902025,0.4686328417895526,0.34866283429142714
R,L,7.0,FF,3500,2743,435,6678,0.0651392632524708,0.4107517220724768,0.5241090146750524
R,L,7.0,FS,38,67,47,152,0.3092105263157895,0.4407894736842105,0.25
R,L,7.0,KC,242,452,251,945,0.2656084656084656,0.4783068783068783,0.2560846560846561
R,L,7.0,KN,1,2,2,5,0.4,0.4,0.2
R,L,7.0,SI,1620,1249,233,3102,0.07511283043197937,0.4026434558349452,0.5222437137330754
R,L,7.0,SL,2336,3827,2303,8466,0.2720292936451689,0.4520434679896055,0.2759272383652256
R,L,7.0,ST,306,487,279,1072,0.26026119402985076,0.4542910447761194,0.28544776119402987
R,L,7.0,SV,66,106,42,214,0.19626168224299065,0.4953271028037383,0.308411214953271
R,L,8.0,CH,4822,3542,3088,11452,0.2696472231924555,0.3092909535452323,0.4210618232623123
R,L,8.0,CS,2,1,1,4,0.25,0.25,0.5
R,L,8.0,CU,2043,1847,973,4863,0.20008225375282748,0.37980670368085545,0.4201110425663171
R,L,8.0,EP,3,0,0,3,0.0,0.0,1.0
R,L,8.0,FA,3,1,0,4,0.0,0.25,0.75
R,L,8.0,FC,1530,1073,335,2938,0.11402314499659633,0.365214431586113,0.5207624234172906
R,L,8.0,FF,4271,3478,619,8368,0.07397227533460803,0.41563097514340347,0.5103967495219885
R,L,8.0,FO,1,1,2,4,0.5,0.25,0.25
R,L,8.0,FS,127,127,113,367,0.3079019073569482,0.3460490463215259,0.3460490463215259
R,L,8.0,KC,599,438,286,1323,0.2161753590325019,0.3310657596371882,0.4527588813303099
R,L,8.0,KN,1,3,5,9,0.5555555555555556,0.3333333333333333,0.1111111111111111
R,L,8.0,SC,1,3,0,4,0.0,0.75,0.25
R,L,8.0,SI,4403,2618,494,7515,0.06573519627411843,0.3483699268130406,0.585894876912841
R,L,8.0,SL,3456,2889,1493,7838,0.19048226588415412,0.36858892574636387,0.440928808369482
R,L,8.0,ST,490,364,190,1044,0.18199233716475097,0.3486590038314176,0.46934865900383144
R,L,8.0,SV,81,73,15,169,0.08875739644970414,0.4319526627218935,0.47928994082840237
R,L,9.0,CH,7252,4065,4211,15528,0.27118753219989694,0.26178516228748067,0.46702730551262234
R,L,9.0,CS,4,1,2,7,0.2857142857142857,0.14285714285714285,0.5714285714285714
R,L,9.0,CU,1472,799,510,2781,0.18338727076591155,0.2873067241999281,0.5293060050341604
R,L,9.0,EP,3,0,0,3,0.0,0.0,1.0
R,L,9.0,FA,4,0,1,5,0.2,0.0,0.8
R,L,9.0,FC,639,437,116,1192,0.09731543624161074,0.36661073825503354,0.5360738255033557
R,L,9.0,FF,2111,2147,508,4766,0.10658833403273185,0.45048258497691984,0.4429290809903483
R,L,9.0,FO,2,0,0,2,0.0,0.0,1.0
R,L,9.0,FS,201,106,116,423,0.27423167848699764,0.25059101654846333,0.475177304964539
R,L,9.0,KC,383,194,121,698,0.17335243553008595,0.27793696275071633,0.5487106017191977
R,L,9.0,KN,3,1,4,8,0.5,0.125,0.375
R,L,9.0,SC,2,1,0,3,0.0,0.3333333333333333,0.6666666666666666
R,L,9.0,SI,4165,2841,673,7679,0.0876416200026045,0.3699700481833572,0.5423883318140383
R,L,9.0,SL,1561,1019,539,3119,0.17281179865341456,0.3267072779737095,0.500480923372876
R,L,9.0,ST,247,130,60,437,0.13729977116704806,0.2974828375286041,0.5652173913043478
R,L,9.0,SV,30,20,7,57,0.12280701754385964,0.3508771929824561,0.5263157894736842
R,L,11.0,CH,36,50,18,104,0.17307692307692307,0.4807692307692308,0.34615384615384615
R,L,11.0,CS,2,0,0,2,0.0,0.0,1.0
R,L,11.0,CU,88,162,45,295,0.15254237288135594,0.5491525423728814,0.2983050847457627
R,L,11.0,EP,4,0,0,4,0.0,0.0,1.0
R,L,11.0,FA,1,2,2,5,0.4,0.4,0.2
R,L,11.0,FC,1089,1876,576,3541,0.16266591358373342,0.5297938435470206,0.30754024286924597
R,L,11.0,FF,4102,7457,3961,15520,0.25521907216494844,0.48047680412371135,0.2643041237113402
R,L,11.0,FO,1,0,0,1,0.0,0.0,1.0
R,L,11.0,FS,2,3,0,5,0.0,0.6,0.4
R,L,11.0,KC,23,36,11,70,0.15714285714285714,0.5142857142857142,0.32857142857142857
R,L,11.0,KN,1,1,1,3,0.3333333333333333,0.3333333333333333,0.3333333333333333
R,L,11.0,SC,1,0,0,1,0.0,0.0,1.0
R,L,11.0,SI,545,855,405,1805,0.22437673130193905,0.47368421052631576,0.30193905817174516
R,L,11.0,SL,329,723,243,1295,0.18764478764478765,0.5583011583011583,0.25405405405405407
R,L,11.0,ST,54,128,37,219,0.1689497716894977,0.5844748858447488,0.2465753424657534
R,L,11.0,SV,12,22,6,40,0.15,0.55,0.3
R,L,12.0,CH,2801,2352,1476,6629,0.22265801780057323,0.35480464625131997,0.42253733594810683
R,L,12.0,CS,1,0,0,1,0.0,0.0,1.0
R,L,12.0,CU,283,257,106,646,0.16408668730650156,0.3978328173374613,0.43808049535603716
R,L,12.0,EP,11,3,0,14,0.0,0.21428571428571427,0.7857142857142857
R,L,12.0,FA,7,5,0,12,0.0,0.4166666666666667,0.5833333333333334
R,L,12.0,FC,170,428,490,1088,0.45036764705882354,0.39338235294117646,0.15625
R,L,12.0,FF,2956,7563,6624,17143,0.3863967800268331,0.44117132357230354,0.17243189640086332
R,L,12.0,FO,0,2,1,3,0.3333333333333333,0.6666666666666666,0.0
R,L,12.0,FS,59,38,34,131,0.2595419847328244,0.2900763358778626,0.45038167938931295
R,L,12.0,KC,60,84,31,175,0.17714285714285713,0.48,0.34285714285714286
R,L,12.0,KN,0,2,1,3,0.3333333333333333,0.6666666666666666,0.0
R,L,12.0,SC,1,4,0,5,0.0,0.8,0.2
R,L,12.0,SI,1773,3189,2042,7004,0.29154768703597944,0.4553112507138778,0.25314106225014277
R,L,12.0,SL,210,320,331,861,0.38443670150987225,0.3716608594657375,0.24390243902439024
R,L,12.0,ST,49,50,36,135,0.26666666666666666,0.37037037037037035,0.362962962962963
R,L,12.0,SV,7,12,6,25,0.24,0.48,0.28
R,L,13.0,CH,1076,1428,2705,5209,0.5192935304281052,0.2741409099635247,0.20656555960837014
R,L,13.0,CS,3,3,3,9,0.3333333333333333,0.3333333333333333,0.3333333333333333
R,L,13.0,CU,867,2580,5344,8791,0.6078944374928904,0.2934819701967922,0.09862359231031737
R,L,13.0,EP,3,0,0,3,0.0,0.0,1.0
R,L,13.0,FA,0,2,0,2,0.0,1.0,0.0
R,L,13.0,FC,988,3272,2952,7212,0.40931780366056575,0.45368829728230725,0.136993899057127
R,L,13.0,FF,2033,2633,760,5426,0.14006634721710284,0.48525617397714704,0.3746774788057501
R,L,13.0,FO,0,4,1,5,0.2,0.8,0.0
R,L,13.0,FS,57,92,253,402,0.6293532338308457,0.22885572139303484,0.1417910447761194
R,L,13.0,KC,210,634,1559,2403,0.6487723678734915,0.2638368705784436,0.08739076154806492
R,L,13.0,KN,2,3,3,8,0.375,0.375,0.25
R,L,13.0,SC,0,1,3,4,0.75,0.25,0.0
R,L,13.0,SI,752,826,443,2021,0.21919841662543296,0.4087085601187531,0.37209302325581395
R,L,13.0,SL,1786,5548,11728,19062,0.6152554821110062,0.2910502570559228,0.09369426083307103
R,L,13.0,ST,284,795,1242,2321,0.5351141749246014,0.34252477380439467,0.12236105127100388
R,L,13.0,SV,36,139,200,375,0.5333333333333333,0.37066666666666664,0.096
R,L,14.0,CH,9415,6903,11986,28304,0.4234737139626908,0.24388778971170152,0.3326384963256077
R,L,14.0,CS,3,2,1,6,0.16666666666666666,0.3333333333333333,0.5
R,L,14.0,CU,1290,1007,1728,4025,0.4293167701863354,0.2501863354037267,0.3204968944099379
R,L,14.0,FA,3,2,0,5,0.0,0.4,0.6
R,L,14.0,FC,342,303,202,847,0.2384887839433294,0.3577331759149941,0.4037780401416765
R,L,14.0,FF,1153,1475,595,3223,0.18461061123177164,0.4576481538938877,0.3577412348743407
R,L,14.0,FO,3,3,4,10,0.4,0.3,0.3
R,L,14.0,FS,216,189,435,840,0.5178571428571429,0.225,0.2571428571428571
R,L,14.0,KC,308,249,493,1050,0.4695238095238095,0.23714285714285716,0.29333333333333333
R,L,14.0,KN,5,4,9,18,0.5,0.2222222222222222,0.2777777777777778
R,L,14.0,SC,6,1,2,9,0.2222222222222222,0.1111111111111111,0.6666666666666666
R,L,14.0,SI,3224,3061,1842,8127,0.22665190107050573,0.376645748738772,0.3967023501907223
R,L,14.0,SL,1060,955,1541,3556,0.43335208098987626,0.2685601799775028,0.2980877390326209
R,L,14.0,ST,142,123,133,398,0.3341708542713568,0.30904522613065327,0.35678391959798994
R,L,14.0,SV,26,18,18,62,0.2903225806451613,0.2903225806451613,0.41935483870967744
R,R,1.0,CH,775,959,202,1936,0.10433884297520661,0.49535123966942146,0.4003099173553719
R,R,1.0,CS,1,0,1,2,0.5,0.0,0.5
R,R,1.0,CU,551,529,125,1205,0.1037344398340249,0.43900414937759336,0.45726141078838173
R,R,1.0,EP,30,8,2,40,0.05,0.2,0.75
R,R,1.0,FA,58,25,5,88,0.056818181818181816,0.2840909090909091,0.6590909090909091
R,R,1.0,FC,607,966,513,2086,0.24592521572387344,0.46308724832214765,0.2909875359539789
R,R,1.0,FF,8919,13793,5590,28302,0.1975125432831602,0.4873507172637976,0.3151367394530422
R,R,1.0,FO,1,4,0,5,0.0,0.8,0.2
R,R,1.0,FS,207,226,69,502,0.13745019920318724,0.450199203187251,0.4123505976095618
R,R,1.0,KC,241,187,33,461,0.07158351409978309,0.40563991323210413,0.5227765726681128
R,R,1.0,KN,33,25,10,68,0.14705882352941177,0.36764705882352944,0.4852941176470588
R,R,1.0,SC,2,3,0,5,0.0,0.6,0.4
R,R,1.0,SI,6367,6033,1422,13822,0.1028794675155549,0.43647807842569813,0.46064245405874693
R,R,1.0,SL,1569,2199,861,4629,0.18600129617627997,0.475048606610499,0.338950097213221
R,R,1.0,ST,283,402,163,848,0.19221698113207547,0.4740566037735849,0.33372641509433965
R,R,1.0,SV,16,39,9,64,0.140625,0.609375,0.25
R,R,2.0,CH,709,614,165,1488,0.11088709677419355,0.41263440860215056,0.47647849462365593
R,R,2.0,CS,2,1,0,3,0.0,0.3333333333333333,0.6666666666666666
R,R,2.0,CU,827,725,198,1750,0.11314285714285714,0.4142857142857143,0.4725714285714286
R,R,2.0,EP,32,15,4,51,0.0784313725490196,0.29411764705882354,0.6274509803921569
R,R,2.0,FA,83,39,8,130,0.06153846153846154,0.3,0.6384615384615384
R,R,2.0,FC,1631,2139,1160,4930,0.23529411764705882,0.4338742393509128,0.3308316430020284
R,R,2.0,FF,13073,21555,10150,44778,0.22667381303318593,0.4813747822591451,0.29195140470766895
R,R,2.0,FO,1,4,0,5,0.0,0.8,0.2
R,R,2.0,FS,186,155,45,386,0.11658031088082901,0.4015544041450777,0.48186528497409326
R,R,2.0,KC,342,277,59,678,0.08702064896755163,0.4085545722713864,0.504424778761062
R,R,2.0,KN,27,46,28,101,0.27722772277227725,0.45544554455445546,0.26732673267326734
R,R,2.0,SI,4614,4744,1380,10738,0.1285155522443658,0.44179549264295026,0.4296889551126839
R,R,2.0,SL,3170,3709,1735,8614,0.2014162990480613,0.4305781286278152,0.3680055723241235
R,R,2.0,ST,600,715,314,1629,0.19275629220380602,0.4389195825659914,0.3683241252302026
R,R,2.0,SV,44,38,17,99,0.1717171717171717,0.3838383838383838,0.4444444444444444
R,R,3.0,CH,248,176,84,508,0.16535433070866143,0.3464566929133858,0.4881889763779528
R,R,3.0,CS,1,1,0,2,0.0,0.5,0.5
R,R,3.0,CU,448,390,155,993,0.15609264853977844,0.39274924471299094,0.4511581067472306
R,R,3.0,EP,24,9,4,37,0.10810810810810811,0.24324324324324326,0.6486486486486487
R,R,3.0,FA,54,40,8,102,0.0784313725490196,0.39215686274509803,0.5294117647058824
R,R,3.0,FC,1577,1878,972,4427,0.2195617799864468,0.42421504404788796,0.3562231759656652
R,R,3.0,FF,8207,14974,7789,30970,0.2515014530190507,0.48350016144656116,0.2649983855343881
R,R,3.0,FO,1,0,0,1,0.0,0.0,1.0
R,R,3.0,FS,62,37,26,125,0.208,0.296,0.496
R,R,3.0,KC,138,110,39,287,0.13588850174216027,0.3832752613240418,0.4808362369337979
R,R,3.0,KN,23,40,19,82,0.23170731707317074,0.4878048780487805,0.2804878048780488
R,R,3.0,SC,0,1,0,1,0.0,1.0,0.0
R,R,3.0,SI,1476,1941,632,4049,0.15608792294393678,0.47937762410471724,0.364534452951346
R,R,3.0,SL,2420,2506,1297,6223,0.2084203760244255,0.4026996625421822,0.38887996143339226
R,R,3.0,ST,607,558,281,1446,0.19432918395573998,0.38589211618257263,0.4197786998616874
R,R,3.0,SV,22,32,10,64,0.15625,0.5,0.34375
R,R,4.0,CH,2191,2919,818,5928,0.13798920377867746,0.4924089068825911,0.36960188933873145
R,R,4.0,CS,2,3,0,5,0.0,0.6,0.4
R,R,4.0,CU,1392,1354,209,2955,0.07072758037225042,0.45820642978003384,0.47106598984771575
R,R,4.0,EP,15,5,0,20,0.0,0.25,0.75
R,R,4.0,FA,49,27,3,79,0.0379746835443038,0.34177215189873417,0.620253164556962
R,R,4.0,FC,1376,1150,222,2748,0.08078602620087336,0.41848617176128095,0.5007278020378457
R,R,4.0,FF,12114,11842,2449,26405,0.09274758568452944,0.44847566748721834,0.4587767468282522
R,R,4.0,FO,8,5,3,16,0.1875,0.3125,0.5
R,R,4.0,FS,684,870,182,1736,0.10483870967741936,0.5011520737327189,0.39400921658986177
R,R,4.0,KC,609,513,64,1186,0.05396290050590219,0.4325463743676223,0.5134907251264755
R,R,4.0,KN,47,38,13,98,0.1326530612244898,0.3877551020408163,0.47959183673469385
R,R,4.0,SC,1,7,0,8,0.0,0.875,0.125
R,R,4.0,SI,16062,10535,1228,27825,0.0441329739442947,0.3786163522012579,0.5772506738544474
R,R,4.0,SL,4291,3938,643,8872,0.07247520288548241,0.443868349864743,0.4836564472497746
R,R,4.0,ST,617,692,169,1478,0.11434370771312584,0.46820027063599456,0.4174560216508796
R,R,4.0,SV,73,65,8,146,0.0547945205479452,0.4452054794520548,0.5
R,R,5.0,CH,2647,2116,863,5626,0.15339495200853182,0.37611091361535726,0.47049413437611093
R,R,5.0,CS,5,2,3,10,0.3,0.2,0.5
